Order Number,owner,Volume,Price,Side,Symbol,Timestamp
ORD00080,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:53
ORD00081,FemboyLover_Oct28Test,9800.0,51.75,Sell,TCAP,2025-10-28 11:29:32
ORD00082,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:48:53
ORD00083,FemboyLover_Oct28Test,11100.0,45.25,Buy,CBG,2025-10-28 10:05:42
ORD00084,FemboyLover_Oct28Test,7800.0,64.75,Sell,KKP,2025-10-28 10:06:36
ORD00085,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:53
ORD00086,FemboyLover_Oct28Test,9800.0,51.25,Buy,TCAP,2025-10-28 11:30:27
ORD00087,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:48:53
ORD00088,FemboyLover_Oct28Test,9800.0,51.75,Sell,TCAP,2025-10-28 11:31:02
ORD00089,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:53
ORD00090,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:48:53
ORD00091,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:31:03
ORD00092,FemboyLover_Oct28Test,9800.0,51.25,Buy,TCAP,2025-10-28 11:32:29
ORD00093,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:53
ORD00094,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:31:47
ORD00095,FemboyLover_Oct28Test,9800.0,51.75,Sell,TCAP,2025-10-28 11:32:40
ORD00096,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:48:53
ORD00097,FemboyLover_Oct28Test,9800.0,51.25,Buy,TCAP,2025-10-28 11:34:24
ORD00098,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:53
ORD00099,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:33:01
ORD00100,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:48:53
ORD00101,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:33:13
ORD00102,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:33:19
ORD00103,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:53
ORD00104,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:48:53
ORD00105,FemboyLover_Oct28Test,9800.0,51.75,Sell,TCAP,2025-10-28 11:34:36
ORD00106,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:53
ORD00107,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:48:53
ORD00108,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:33:52
ORD00109,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:34:14
ORD00110,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:48:54
ORD00111,FemboyLover_Oct28Test,12800.0,39.25,Buy,AOT,2025-10-28 10:18:09
ORD00112,FemboyLover_Oct28Test,12800.0,39.75,Sell,AOT,2025-10-28 10:18:09
ORD00113,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:09:31
ORD00114,FemboyLover_Oct28Test,12500.0,40.25,Buy,MTC,2025-10-28 10:21:29
ORD00115,FemboyLover_Oct28Test,12500.0,40.75,Sell,MTC,2025-10-28 10:21:29
ORD00116,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:09:32
ORD00117,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:49:16
ORD00118,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:09:42
ORD00119,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:49:23
ORD00120,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:09:43
ORD00121,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:09:52
ORD00122,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:09:56
ORD00123,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:09:57
ORD00124,FemboyLover_Oct28Test,12500.0,40.25,Buy,MTC,2025-10-28 10:27:57
ORD00125,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:10:08
ORD00126,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:35:23
ORD00127,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:49:46
ORD00128,FemboyLover_Oct28Test,20000.0,25.25,Buy,COM7,2025-10-28 10:49:51
ORD00129,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:10:17
ORD00130,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:10:18
ORD00131,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:35:42
ORD00132,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:10:25
ORD00133,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:10:30
ORD00134,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:39:25
ORD00135,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:44:51
ORD00136,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:45:39
ORD00137,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:45:53
ORD00138,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:49:52
ORD00139,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:52:37
ORD00140,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:52:37
ORD00141,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 10:26:50
ORD00142,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 10:26:50
ORD00143,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:57:26
ORD00144,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:12:29
ORD00145,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:57:37
ORD00146,FemboyLover_Oct28Test,20000.0,25.75,Sell,COM7,2025-10-28 10:50:51
ORD00147,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:57:57
ORD00148,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 10:58:22
ORD00149,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 10:58:35
ORD00150,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 11:00:23
ORD00151,FemboyLover_Oct28Test,22700.0,22.1,Buy,MINT,2025-10-28 11:00:40
ORD00152,FemboyLover_Oct28Test,22700.0,22.9,Sell,MINT,2025-10-28 11:00:40
ORD00153,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:12:36
ORD00154,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:12:49
ORD00155,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 10:26:52
ORD00156,FemboyLover_Oct28Test,11100.0,45.75,Sell,CBG,2025-10-28 10:12:46
ORD00157,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:13:06
ORD00158,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:13:07
ORD00159,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:13:17
ORD00160,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 10:27:21
ORD00161,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:13:17
ORD00162,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 10:27:25
ORD00163,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 10:27:32
ORD00164,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:13:21
ORD00165,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 10:27:38
ORD00166,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:13:25
ORD00167,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:13:28
ORD00168,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:13:36
ORD00169,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:13:39
ORD00170,FemboyLover_Oct28Test,4000.0,124.5,Buy,EGCO,2025-10-28 10:13:57
ORD00171,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:14:01
ORD00172,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:14:06
ORD00173,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:14:38
ORD00174,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:14:39
ORD00175,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:14:55
ORD00176,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:14:55
ORD00177,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:15:54
ORD00178,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:15:56
ORD00179,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:15:57
ORD00180,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:16:00
ORD00181,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:16:35
ORD00182,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:16:35
ORD00183,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:16:35
ORD00184,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:16:58
ORD00185,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:17:02
ORD00186,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:11:44
ORD00187,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:17:15
ORD00188,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:11:55
ORD00189,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:17:29
ORD00190,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:17:29
ORD00191,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:12:01
ORD00192,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:17:38
ORD00193,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:12:28
ORD00194,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:12:33
ORD00195,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:18:12
ORD00196,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:12:40
ORD00197,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:18:34
ORD00198,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:18:40
ORD00199,FemboyLover_Oct28Test,10800.0,46.25,Buy,CPALL,2025-10-28 10:18:49
ORD00200,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:12:52
ORD00201,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:12:57
ORD00202,FemboyLover_Oct28Test,9600.0,52.25,Buy,CPN,2025-10-28 10:31:49
ORD00203,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:13:11
ORD00204,FemboyLover_Oct28Test,9600.0,52.75,Sell,CPN,2025-10-28 10:32:05
ORD00205,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:13:13
ORD00206,FemboyLover_Oct28Test,9600.0,52.25,Buy,CPN,2025-10-28 10:33:04
ORD00207,FemboyLover_Oct28Test,9600.0,52.75,Sell,CPN,2025-10-28 10:33:40
ORD00208,FemboyLover_Oct28Test,9600.0,52.25,Buy,CPN,2025-10-28 10:33:53
ORD00209,FemboyLover_Oct28Test,9600.0,52.75,Sell,CPN,2025-10-28 10:33:53
ORD00210,FemboyLover_Oct28Test,9600.0,52.25,Buy,CPN,2025-10-28 10:33:53
ORD00211,FemboyLover_Oct28Test,9600.0,52.75,Sell,CPN,2025-10-28 10:33:53
ORD00212,FemboyLover_Oct28Test,9600.0,52.25,Buy,CPN,2025-10-28 10:33:53
ORD00213,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:13:29
ORD00214,FemboyLover_Oct28Test,9600.0,52.75,Sell,CPN,2025-10-28 10:33:53
ORD00215,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:13:30
ORD00216,FemboyLover_Oct28Test,9600.0,52.25,Buy,CPN,2025-10-28 10:34:47
ORD00217,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:13:40
ORD00218,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:13:41
ORD00219,FemboyLover_Oct28Test,10800.0,46.75,Sell,CPALL,2025-10-28 10:18:50
ORD00220,FemboyLover_Oct28Test,11100.0,45.25,Buy,GULF,2025-10-28 10:13:47
ORD00221,FemboyLover_Oct28Test,12500.0,40.75,Sell,MTC,2025-10-28 11:00:13
ORD00222,FemboyLover_Oct28Test,11100.0,45.75,Sell,GULF,2025-10-28 10:13:47
ORD00223,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 10:52:09
ORD00224,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 10:54:03
ORD00225,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 10:57:15
ORD00226,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 10:58:07
ORD00227,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 10:58:12
ORD00228,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 10:59:07
ORD00229,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:01:21
ORD00230,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:01:39
ORD00231,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:02:58
ORD00232,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:03:16
ORD00233,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:04:08
ORD00234,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:04:08
ORD00235,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:06:19
ORD00236,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:06:42
ORD00237,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:06:49
ORD00238,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:06:58
ORD00239,FemboyLover_Oct28Test,9600.0,52.75,Sell,CPN,2025-10-28 10:50:38
ORD00240,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:09:03
ORD00241,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:09:03
ORD00242,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:09:03
ORD00243,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:09:12
ORD00244,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:09:40
ORD00245,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:09:56
ORD00246,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:12:26
ORD00247,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:12:34
ORD00248,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:14:42
ORD00249,FemboyLover_Oct28Test,11900.0,41.75,Sell,GPSC,2025-10-28 10:56:20
ORD00250,FemboyLover_Oct28Test,12100.0,41.25,Buy,GPSC,2025-10-28 10:57:07
ORD00251,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:15:11
ORD00252,FemboyLover_Oct28Test,12100.0,41.75,Sell,GPSC,2025-10-28 10:57:30
ORD00253,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:15:21
ORD00254,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:15:30
ORD00255,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:19:00
ORD00256,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:19:11
ORD00257,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:20:57
ORD00258,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:21:14
ORD00259,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:22:49
ORD00260,FemboyLover_Oct28Test,17800.0,28.25,Buy,KTC,2025-10-28 10:35:43
ORD00261,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:23:08
ORD00262,FemboyLover_Oct28Test,2200.0,226.0,Buy,DELTA,2025-10-28 10:01:21
ORD00263,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:25:21
ORD00264,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:25:21
ORD00265,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:25:21
ORD00266,FemboyLover_Oct28Test,17800.0,28.75,Sell,KTC,2025-10-28 10:35:52
ORD00267,FemboyLover_Oct28Test,17800.0,28.25,Buy,KTC,2025-10-28 10:35:54
ORD00268,FemboyLover_Oct28Test,23800.0,21.1,Buy,TIDLOR,2025-10-28 11:25:21
ORD00269,FemboyLover_Oct28Test,23800.0,21.9,Sell,TIDLOR,2025-10-28 11:25:21
ORD00270,FemboyLover_Oct28Test,17800.0,28.75,Sell,KTC,2025-10-28 10:35:56
ORD00271,FemboyLover_Oct28Test,17800.0,28.25,Buy,KTC,2025-10-28 10:35:56
ORD00272,FemboyLover_Oct28Test,17800.0,28.75,Sell,KTC,2025-10-28 10:35:56
ORD00273,FemboyLover_Oct28Test,17800.0,28.25,Buy,KTC,2025-10-28 10:35:58
ORD00274,FemboyLover_Oct28Test,17800.0,28.75,Sell,KTC,2025-10-28 10:36:01
