Order Number,owner,Volume,Price,Side,Symbol,Timestamp
ORD00025,FemboyLover_Hybrid,9600.0,52.25,Buy,CPN,2025-11-11 10:57:47
ORD00026,FemboyLover_Hybrid,22200.0,27.75,Sell,KTB,2025-11-11 10:08:13
ORD00027,FemboyLover_Hybrid,40000.0,15.9,Sell,OSP,2025-11-11 10:11:32
ORD00028,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 10:39:08
ORD00029,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 10:39:08
ORD00030,FemboyLover_Hybrid,9600.0,52.75,Sell,CPN,2025-11-11 11:02:53
ORD00031,FemboyLover_Hybrid,9600.0,52.25,Buy,CPN,2025-11-11 11:04:41
ORD00032,FemboyLover_Hybrid,33300.0,15.1,Buy,OSP,2025-11-11 10:33:49
ORD00033,FemboyLover_Hybrid,9600.0,52.75,Sell,CPN,2025-11-11 11:04:59
ORD00034,FemboyLover_Hybrid,9600.0,52.25,Buy,CPN,2025-11-11 11:06:55
ORD00035,FemboyLover_Hybrid,9600.0,52.75,Sell,CPN,2025-11-11 11:06:56
ORD00036,FemboyLover_Hybrid,9600.0,52.25,Buy,CPN,2025-11-11 11:14:43
ORD00037,FemboyLover_Hybrid,9600.0,52.75,Sell,CPN,2025-11-11 11:14:46
ORD00038,FemboyLover_Hybrid,9600.0,52.25,Buy,CPN,2025-11-11 11:17:37
ORD00039,FemboyLover_Hybrid,9600.0,52.75,Sell,CPN,2025-11-11 11:18:48
ORD00040,FemboyLover_Hybrid,33300.0,15.9,Sell,OSP,2025-11-11 10:41:38
ORD00041,FemboyLover_Hybrid,9600.0,52.25,Buy,CPN,2025-11-11 11:23:56
ORD00042,FemboyLover_Hybrid,33300.0,15.1,Buy,OSP,2025-11-11 10:45:39
ORD00043,FemboyLover_Hybrid,9600.0,52.75,Sell,CPN,2025-11-11 11:23:56
ORD00044,FemboyLover_Hybrid,9600.0,52.25,Buy,CPN,2025-11-11 11:23:56
ORD00045,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 10:56:07
ORD00046,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 10:56:07
ORD00047,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 10:56:07
ORD00048,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 10:56:07
ORD00049,FemboyLover_Hybrid,9600.0,52.75,Sell,CPN,2025-11-11 11:24:55
ORD00050,FemboyLover_Hybrid,13500.0,37.25,Buy,GPSC,2025-11-11 10:44:14
ORD00051,FemboyLover_Hybrid,13500.0,37.75,Sell,GPSC,2025-11-11 10:44:31
ORD00052,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 10:56:14
ORD00053,FemboyLover_Hybrid,15700.0,38.25,Buy,MTC,2025-11-11 10:29:55
ORD00054,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 10:56:36
ORD00055,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 10:56:44
ORD00056,FemboyLover_Hybrid,13500.0,37.25,Buy,GPSC,2025-11-11 10:45:33
ORD00057,FemboyLover_Hybrid,13500.0,37.75,Sell,GPSC,2025-11-11 10:46:40
ORD00058,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 10:57:28
ORD00059,FemboyLover_Hybrid,15700.0,39.75,Sell,MTC,2025-11-11 10:29:56
ORD00060,FemboyLover_Hybrid,13500.0,37.25,Buy,GPSC,2025-11-11 10:52:05
ORD00061,FemboyLover_Hybrid,13500.0,37.75,Sell,GPSC,2025-11-11 10:53:23
ORD00062,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 11:25:45
ORD00063,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 11:27:31
ORD00064,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 11:30:52
ORD00065,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 11:32:02
ORD00066,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 11:36:06
ORD00067,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 11:36:06
ORD00068,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 11:46:39
ORD00069,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 11:47:39
ORD00070,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 11:47:39
ORD00071,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 11:47:39
ORD00072,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 11:53:35
ORD00073,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 11:58:15
ORD00074,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 12:07:26
ORD00075,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 12:09:55
ORD00076,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:34:22
ORD00077,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 12:14:40
ORD00078,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 12:14:41
ORD00079,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:34:22
ORD00080,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:34:23
ORD00081,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:34:40
ORD00082,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:35:34
ORD00083,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 12:29:46
ORD00084,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:35:34
ORD00085,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 12:29:56
ORD00086,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 13:56:06
ORD00087,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 13:56:06
ORD00088,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:36:30
ORD00089,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:37:57
ORD00090,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 13:58:41
ORD00091,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 14:00:10
ORD00092,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:40:38
ORD00093,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 14:01:33
ORD00094,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:40:52
ORD00095,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 14:01:59
ORD00096,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:41:18
ORD00097,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:41:43
ORD00098,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:41:56
ORD00099,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:42:12
ORD00100,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:02
ORD00101,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:16
ORD00102,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:16
ORD00103,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 14:10:27
ORD00104,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:17
ORD00105,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:17
ORD00106,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 14:10:27
ORD00107,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:18
ORD00108,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:19
ORD00109,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:20
ORD00110,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:59
ORD00111,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:59
ORD00112,FemboyLover_Hybrid,100000.0,5.05,Buy,BEM,2025-11-11 14:13:34
ORD00113,FemboyLover_Hybrid,100000.0,5.95,Sell,BEM,2025-11-11 14:13:34
ORD00114,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:45:21
ORD00115,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:45:38
ORD00116,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:46:16
ORD00117,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:46:16
ORD00118,FemboyLover_Hybrid,13500.0,37.25,Buy,GPSC,2025-11-11 12:19:48
ORD00119,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:46:26
ORD00120,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:46:31
ORD00121,FemboyLover_Hybrid,13500.0,37.75,Sell,GPSC,2025-11-11 12:21:10
ORD00122,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:46:35
ORD00123,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:46:35
ORD00124,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:30:03
ORD00125,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:47:28
ORD00126,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:48:05
ORD00127,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:48:19
ORD00128,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:48:22
ORD00129,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:05
ORD00130,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:05
ORD00131,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:16
ORD00132,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:16
ORD00133,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:16
ORD00134,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:17
ORD00135,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:26
ORD00136,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:40
ORD00137,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:50:27
ORD00138,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:50:27
ORD00139,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:38:31
ORD00140,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:38:38
ORD00141,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:51:24
ORD00142,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:39:32
ORD00143,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:51:25
ORD00144,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:39:56
ORD00145,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:40:21
ORD00146,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:40:29
ORD00147,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:40:30
ORD00148,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:40:36
ORD00149,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:51:57
ORD00150,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:52:12
ORD00151,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:52:35
ORD00152,FemboyLover_Hybrid,13500.0,37.25,Buy,GPSC,2025-11-11 12:29:49
ORD00153,FemboyLover_Hybrid,13500.0,37.75,Sell,GPSC,2025-11-11 12:29:57
ORD00154,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:52:47
ORD00155,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:53:11
ORD00156,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:53:28
ORD00157,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:45:04
ORD00158,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:54:02
ORD00159,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:45:14
ORD00160,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:54:05
ORD00161,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:54:06
ORD00162,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:54:28
ORD00163,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:55:13
ORD00164,FemboyLover_Hybrid,13500.0,37.25,Buy,GPSC,2025-11-11 14:00:27
ORD00165,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:55:41
ORD00166,FemboyLover_Hybrid,13500.0,37.75,Sell,GPSC,2025-11-11 14:02:28
ORD00167,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:56:36
ORD00168,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:50:31
ORD00169,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:50:48
ORD00170,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:50:58
ORD00171,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:51:15
ORD00172,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:57:06
ORD00173,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:57:16
ORD00174,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:51:45
ORD00175,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:52:01
ORD00176,FemboyLover_Hybrid,33300.0,15.9,Sell,OSP,2025-11-11 14:12:01
ORD00177,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:57:31
ORD00178,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:54:20
ORD00179,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:55:16
ORD00180,FemboyLover_Hybrid,13500.0,37.25,Buy,GPSC,2025-11-11 14:13:23
ORD00181,FemboyLover_Hybrid,13500.0,37.75,Sell,GPSC,2025-11-11 14:14:03
ORD00182,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:55:49
ORD00183,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:57:25
ORD00184,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:57:42
ORD00185,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:57:56
ORD00186,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:58:42
ORD00187,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 10:58:43
ORD00188,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 10:59:43
ORD00189,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:01:15
ORD00190,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:02:33
ORD00191,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:03:21
ORD00192,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:06:32
ORD00193,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:06:45
ORD00194,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:09:31
ORD00195,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:09:33
ORD00196,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:12:13
ORD00197,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:13:35
ORD00198,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:14:17
ORD00199,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:15:10
ORD00200,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:15:49
ORD00201,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:16:04
ORD00202,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:18:08
ORD00203,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:21:06
ORD00204,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:21:14
ORD00205,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:21:19
ORD00206,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:21:35
ORD00207,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:21:38
ORD00208,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:22:12
ORD00209,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:22:41
ORD00210,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:57:46
ORD00211,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:24:20
ORD00212,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:24:30
ORD00213,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:26:23
ORD00214,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:57:46
ORD00215,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:57:46
ORD00216,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:26:51
ORD00217,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:28:15
ORD00218,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:28:36
ORD00219,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:57:46
ORD00220,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:57:46
ORD00221,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:57:46
ORD00222,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:57:46
ORD00223,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:57:46
ORD00224,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:57:47
ORD00225,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:58:01
ORD00226,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:58:16
ORD00227,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:29:19
ORD00228,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:29:35
ORD00229,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:58:16
ORD00230,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:58:16
ORD00231,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:58:33
ORD00232,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:32:23
ORD00233,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:32:52
ORD00234,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 10:58:34
ORD00235,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 10:58:41
ORD00236,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:36:20
ORD00237,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:37:57
ORD00238,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:38:59
ORD00239,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:01:16
ORD00240,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:40:14
ORD00241,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:01:18
ORD00242,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:40:15
ORD00243,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:01:19
ORD00244,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:40:15
ORD00245,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:01:19
ORD00246,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:01:20
ORD00247,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:01:30
ORD00248,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:01:36
ORD00249,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:44:17
ORD00250,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:46:16
ORD00251,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:04:12
ORD00252,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:04:38
ORD00253,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:48:20
ORD00254,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:05:39
ORD00255,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:49:01
ORD00256,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:49:01
ORD00257,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:50:03
ORD00258,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:07:34
ORD00259,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:07:59
ORD00260,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:50:05
ORD00261,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:50:15
ORD00262,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:09:01
ORD00263,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:09:50
ORD00264,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:10:30
ORD00265,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:11:02
ORD00266,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:51:12
ORD00267,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:11:45
ORD00268,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:51:18
ORD00269,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:12:02
ORD00270,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:12:56
ORD00271,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:13:01
ORD00272,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:13:11
ORD00273,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:13:41
ORD00274,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:13:43
ORD00275,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:53:18
ORD00276,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:14:03
ORD00277,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:14:15
ORD00278,FemboyLover_Hybrid,13800.0,36.25,Buy,TOP,2025-11-11 11:53:22
ORD00279,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:14:27
ORD00280,FemboyLover_Hybrid,13800.0,36.75,Sell,TOP,2025-11-11 11:54:41
ORD00281,FemboyLover_Hybrid,11100.0,45.25,Buy,CPALL,2025-11-11 11:14:37
ORD00282,FemboyLover_Hybrid,11100.0,45.75,Sell,CPALL,2025-11-11 11:15:10
