Order Number,owner,Volume,Price,Side,Symbol,Timestamp
ORD00145,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:14:46
ORD00146,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:14:51
ORD00147,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:14:56
ORD00148,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:07:23
ORD00149,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:15:06
ORD00150,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:07:55
ORD00151,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:15:15
ORD00152,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:15:15
ORD00153,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:15:26
ORD00154,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:15:27
ORD00155,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:15:29
ORD00156,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:15:39
ORD00157,FemboyLover,13500.0,37.25,Buy,GPSC,2025-11-11 10:44:14
ORD00158,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:15:45
ORD00159,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:16:12
ORD00160,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:16:15
ORD00161,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:16:18
ORD00162,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:16:30
ORD00163,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:16:31
ORD00164,FemboyLover,13500.0,37.75,Sell,GPSC,2025-11-11 10:44:31
ORD00165,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:19:42
ORD00166,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 10:56:14
ORD00167,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:16:45
ORD00168,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 10:56:36
ORD00169,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:19:42
ORD00170,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 10:56:44
ORD00171,FemboyLover,13500.0,37.25,Buy,GPSC,2025-11-11 10:45:33
ORD00172,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:17:07
ORD00173,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:19:42
ORD00174,FemboyLover,13500.0,37.75,Sell,GPSC,2025-11-11 10:46:40
ORD00175,FemboyLover,12100.0,41.75,Sell,CBG,2025-11-11 10:25:43
ORD00176,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:19:42
ORD00177,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:17:15
ORD00178,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:17:16
ORD00179,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:19:42
ORD00180,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 10:57:28
ORD00181,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:19:42
ORD00182,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:17:30
ORD00183,FemboyLover,12800.0,39.75,Sell,MTC,2025-11-11 10:29:56
ORD00184,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:17:52
ORD00185,FemboyLover,13500.0,37.25,Buy,GPSC,2025-11-11 10:52:05
ORD00186,FemboyLover,13500.0,37.75,Sell,GPSC,2025-11-11 10:53:23
ORD00187,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:18:00
ORD00188,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:18:00
ORD00189,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:18:00
ORD00190,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:18:05
ORD00191,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:09:21
ORD00192,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:09:23
ORD00193,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:18:15
ORD00194,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:18:15
ORD00195,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:09:24
ORD00196,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:18:19
ORD00197,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:09:26
ORD00198,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:18:20
ORD00199,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:19:43
ORD00200,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:18:30
ORD00201,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:18:33
ORD00202,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:18:45
ORD00203,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:19:50
ORD00204,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:18:52
ORD00205,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:18:59
ORD00206,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:19:00
ORD00207,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:19:00
ORD00208,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:19:00
ORD00209,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:19:11
ORD00210,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:19:27
ORD00211,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:19:30
ORD00212,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:19:32
ORD00213,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:10:01
ORD00214,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:10:08
ORD00215,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:10:20
ORD00216,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:10:24
ORD00217,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:10:31
ORD00218,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:10:38
ORD00219,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:11:02
ORD00220,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:11:31
ORD00221,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:11:39
ORD00222,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:12:32
ORD00223,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:13:47
ORD00224,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:19:36
ORD00225,FemboyLover,18500.0,27.25,Buy,KTB,2025-11-11 10:19:36
ORD00226,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:15:04
ORD00227,FemboyLover,18500.0,27.75,Sell,KTB,2025-11-11 10:19:36
ORD00228,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:15:10
ORD00229,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 11:25:45
ORD00230,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:15:30
ORD00231,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 11:27:31
ORD00232,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 11:30:52
ORD00233,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 11:32:02
ORD00234,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 11:36:06
ORD00235,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 11:36:06
ORD00236,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:28:37
ORD00237,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:28:37
ORD00238,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:28:37
ORD00239,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:28:37
ORD00240,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 11:46:39
ORD00241,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 11:47:39
ORD00242,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 11:47:39
ORD00243,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 11:47:39
ORD00244,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 11:53:35
ORD00245,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 11:58:15
ORD00246,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:29:55
ORD00247,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:30:03
ORD00248,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 12:07:26
ORD00249,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 12:09:55
ORD00250,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:34:22
ORD00251,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 12:14:40
ORD00252,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 12:14:41
ORD00253,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:21:40
ORD00254,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:21:40
ORD00255,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:34:22
ORD00256,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:34:23
ORD00257,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:34:40
ORD00258,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:35:34
ORD00259,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:21:41
ORD00260,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 12:29:46
ORD00261,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:35:34
ORD00262,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 12:29:56
ORD00263,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 13:56:06
ORD00264,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 13:56:06
ORD00265,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:36:30
ORD00266,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:37:57
ORD00267,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 13:58:41
ORD00268,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 14:00:10
ORD00269,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:40:38
ORD00270,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 14:01:33
ORD00271,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:40:52
ORD00272,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 14:01:59
ORD00273,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:41:18
ORD00274,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:41:43
ORD00275,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:41:56
ORD00276,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:42:12
ORD00277,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:02
ORD00278,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:21:50
ORD00279,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:16
ORD00280,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:21:50
ORD00281,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:16
ORD00282,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:21:50
ORD00283,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:21:50
ORD00284,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:21:50
ORD00285,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 14:10:27
ORD00286,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:17
ORD00287,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:21:51
ORD00288,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:17
ORD00289,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 14:10:27
ORD00290,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:18
ORD00291,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:19
ORD00292,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:20
ORD00293,FemboyLover,13800.0,36.75,Sell,TOP,2025-11-11 10:22:44
ORD00294,FemboyLover,13800.0,36.25,Buy,TOP,2025-11-11 10:23:25
ORD00295,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:44:59
ORD00296,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:44:59
ORD00297,FemboyLover,100000.0,5.05,Buy,BEM,2025-11-11 14:13:34
ORD00298,FemboyLover,100000.0,5.95,Sell,BEM,2025-11-11 14:13:34
ORD00299,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:45:21
ORD00300,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:45:38
ORD00301,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:46:16
ORD00302,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:46:16
ORD00303,FemboyLover,13500.0,37.25,Buy,GPSC,2025-11-11 12:19:48
ORD00304,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:46:26
ORD00305,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:46:31
ORD00306,FemboyLover,13500.0,37.75,Sell,GPSC,2025-11-11 12:21:10
ORD00307,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:46:35
ORD00308,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:46:35
ORD00309,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:47:28
ORD00310,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:48:05
ORD00311,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:48:19
ORD00312,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:48:22
ORD00313,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:05
ORD00314,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:05
ORD00315,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:16
ORD00316,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:16
ORD00317,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:16
ORD00318,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:17
ORD00319,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:49:26
ORD00320,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:49:40
ORD00321,FemboyLover,11100.0,45.25,Buy,CPALL,2025-11-11 10:50:27
ORD00322,FemboyLover,11100.0,45.75,Sell,CPALL,2025-11-11 10:50:27
